,Hour,Day,Month,Load,Pressure,Relative Humidity,Temperature
8189,6,22,9,15.9,,,
8190,7,22,9,17,,,
8191,8,22,9,17.4,,,
8192,9,22,9,15.9,,,
8193,10,22,9,14.7,,,
8194,11,22,9,15.7,,,
8195,12,22,9,16.4,,,
8196,13,22,9,17.6,,,
8197,14,22,9,17.7,,,
8198,15,22,9,18.5,,,
8199,16,22,9,18.6,,,
8200,17,22,9,18.6,,,
8201,18,22,9,19.1,,,
8205,19,22,9,25.3,,,
8209,20,22,9,25.5,,,
8211,21,22,9,25.2,,,
8212,22,22,9,23.1,,,
8213,23,22,9,21.9,,,
8214,24,22,9,20.4,,,
8215,1,23,9,19.6,,,
8216,2,23,9,15.7,,,
8217,3,23,9,15.4,,,
8218,4,23,9,15.3,,,
8219,5,23,9,15.3,,,
8220,6,23,9,17,,,
8221,7,23,9,16,,,
8222,8,23,9,15.8,,,
8223,9,23,9,16.7,,,
8224,10,23,9,15.6,,,
8225,11,23,9,15.8,,,
8226,12,23,9,15.8,,,
8227,13,23,9,16.4,,,
8228,14,23,9,17.1,,,
8229,15,23,9,17.7,,,
8230,16,23,9,18.3,,,
8231,17,23,9,18.7,,,
8232,18,23,9,20.5,,,
8236,19,23,9,17.9,,,
8240,20,23,9,18.8,,,
8242,21,23,9,17.9,,,
8243,22,23,9,16.5,,,
8244,23,23,9,15.1,,,
8245,24,23,9,14.4,,,
8246,1,24,9,13.8,,,
8247,2,24,9,13.7,,,
8248,3,24,9,13.5,,,
8249,4,24,9,13.4,,,
8250,5,24,9,14.3,,,
8251,6,24,9,16,,,
8252,7,24,9,15.6,,,
8253,8,24,9,14.3,,,
8254,9,24,9,14.9,,,
8255,10,24,9,15.1,,,
8256,11,24,9,16.3,,,
8257,12,24,9,16.3,,,
8258,13,24,9,16.6,,,
8259,14,24,9,17.1,,,
8260,15,24,9,18.4,,,
8261,16,24,9,19.2,,,
8262,17,24,9,19.1,,,
8263,18,24,9,20.9,,,
8267,19,24,9,26.1,,,
8271,20,24,9,26.2,,,
8273,21,24,9,25.2,,,
8274,22,24,9,23,,,
8275,23,24,9,21.5,,,
8276,24,24,9,20.8,,,
8277,1,25,9,20.6,,,
8278,2,25,9,19.6,,,
8279,3,25,9,18.8,,,
8280,4,25,9,18.2,,,
8281,5,25,9,20,,,
8282,6,25,9,17.4,,,
8283,7,25,9,16.2,,,
8284,8,25,9,15.6,,,
8285,9,25,9,16.3,,,
8286,10,25,9,16.2,,,
8287,11,25,9,15.9,,,
8288,12,25,9,15.4,,,
8289,13,25,9,15.8,,,
8290,14,25,9,16.2,,,
8291,15,25,9,17.1,,,
8292,16,25,9,17.9,,,
8293,17,25,9,18.6,,,
8294,18,25,9,21.3,,,
8298,19,25,9,25.7,,,
8302,20,25,9,17.8,,,
8304,21,25,9,19,,,
8305,22,25,9,18.1,,,
8306,23,25,9,17.1,,,
8307,24,25,9,16.6,,,
8308,1,26,9,16.4,,,
8309,2,26,9,16.1,,,
8310,3,26,9,15.7,,,
8311,4,26,9,15.7,,,
8312,5,26,9,17.1,,,
8313,6,26,9,16.4,,,
8314,7,26,9,14.8,,,
8315,8,26,9,13.8,,,
8316,9,26,9,12.8,,,
8317,10,26,9,13.3,,,
8318,11,26,9,16.3,,,
8319,12,26,9,16.1,,,
8320,13,26,9,16.2,,,
8321,14,26,9,16.8,,,
8322,15,26,9,18.1,,,
8323,16,26,9,18.3,,,
8324,17,26,9,18.7,,,
8325,18,26,9,21.3,,,
8329,19,26,9,25.4,,,
8333,20,26,9,25.6,,,
8335,21,26,9,25,,,
8336,22,26,9,23.6,,,
8337,23,26,9,20.9,,,
8338,24,26,9,19,,,
8339,1,27,9,18.9,,,
8340,2,27,9,18.2,,,
8341,3,27,9,18.3,,,
8342,4,27,9,19,,,
8343,5,27,9,18.9,,,
8344,6,27,9,7.9,,,
8345,7,27,9,16.2,,,
8346,8,27,9,15.6,,,
8347,9,27,9,16.4,,,
8348,10,27,9,15.7,,,
8349,11,27,9,16,,,
8350,12,27,9,15.7,,,
8351,13,27,9,16.7,,,
8352,14,27,9,17.1,,,
8353,15,27,9,17.1,,,
8354,16,27,9,15.2,,,
8355,17,27,9,17.1,,,
8356,18,27,9,21.6,,,
8360,19,27,9,24.9,,,
8364,20,27,9,24.4,,,
8366,21,27,9,23.8,,,
8367,22,27,9,21.5,,,
8368,23,27,9,19.8,,,
8369,24,27,9,18.3,,,
8370,1,28,9,17.6,,,
8371,2,28,9,17.1,,,
8372,3,28,9,16.9,,,
8373,4,28,9,17.1,,,
8374,5,28,9,17.5,,,
8375,6,28,9,16.2,,,
8376,7,28,9,15.5,,,
8377,8,28,9,15.8,,,
8378,9,28,9,15.6,,,
8379,10,28,9,0,,,
8380,11,28,9,15,,,
8381,12,28,9,15.9,,,
8382,13,28,9,16.5,,,
8383,14,28,9,16.7,,,
8384,15,28,9,15.8,,,
8385,16,28,9,17.4,,,
8386,17,28,9,17.9,,,
8387,18,28,9,23.4,,,
8391,19,28,9,25.3,,,
8395,20,28,9,25.5,,,
8397,21,28,9,24.4,,,
8398,22,28,9,21.9,,,
8399,23,28,9,22,,,
8400,24,28,9,21.3,,,
8401,1,29,9,18.6,,,
8402,2,29,9,17.7,,,
8403,3,29,9,17.3,,,
8404,4,29,9,18,,,
8405,5,29,9,18.1,,,
8406,6,29,9,17.6,,,
8407,7,29,9,17.5,,,
8408,8,29,9,17.5,,,
8409,9,29,9,15.3,,,
8410,10,29,9,14.5,,,
8411,11,29,9,15.1,,,
8412,12,29,9,16.2,,,
8413,13,29,9,16.7,,,
8414,14,29,9,17.9,,,
8415,15,29,9,19.2,,,
8416,16,29,9,19,,,
8417,17,29,9,19.1,,,
8418,18,29,9,20.9,,,
8422,19,29,9,26.5,,,
8426,20,29,9,26.7,,,
8428,21,29,9,25.9,,,
8429,22,29,9,24.1,,,
8430,23,29,9,22.4,,,
8431,24,29,9,20.1,,,
8432,1,30,9,20,,,
8433,2,30,9,19.4,,,
8434,3,30,9,18.8,,,
8435,4,30,9,18.1,,,
8436,5,30,9,19.7,,,
8437,6,30,9,19.4,,,
8438,7,30,9,16.5,,,
8439,8,30,9,15.1,,,
8440,9,30,9,16.1,,,
8441,10,30,9,16.4,,,
8442,11,30,9,16.7,,,
8443,12,30,9,16.6,,,
8444,13,30,9,16.7,,,
8445,14,30,9,17.7,,,
8446,15,30,9,18,,,
8447,16,30,9,18.7,,,
8448,17,30,9,18.8,,,
8449,18,30,9,21.4,,,
8453,19,30,9,25.3,,,
8457,20,30,9,26.1,,,
8459,21,30,9,25,,,
8460,22,30,9,22.9,,,
8461,23,30,9,21.6,,,
8462,24,30,9,18.5,,,
8463,1,1,10,18.5,,,
8464,2,1,10,17.5,,,
8465,3,1,10,16.5,,,
8466,4,1,10,18.1,,,
8467,5,1,10,19.7,,,
8468,6,1,10,17.8,,,
8469,7,1,10,15.8,,,
8470,8,1,10,15.3,,,
8471,9,1,10,16,,,
8472,10,1,10,16.1,,,
8473,11,1,10,16.5,,,
8474,12,1,10,16.7,,,
8475,13,1,10,16.8,,,
8476,14,1,10,17.7,,,
8477,15,1,10,18.1,,,
8478,16,1,10,18.4,,,
8479,17,1,10,19.2,,,
8480,18,1,10,22,,,
8484,19,1,10,26.1,,,
8488,20,1,10,26.2,,,
8490,21,1,10,24.4,,,
8491,22,1,10,22.1,,,
8492,23,1,10,21.7,,,
8493,24,1,10,21.1,,,
8494,1,2,10,18.8,,,
8495,2,2,10,18.8,,,
8496,3,2,10,18.9,,,
8497,4,2,10,19.2,,,
8498,5,2,10,19.8,,,
8499,6,2,10,18.8,,,
8500,7,2,10,16.3,,,
8501,8,2,10,0,,,
8502,9,2,10,0,,,
8503,10,2,10,15.8,,,
8504,11,2,10,14.8,,,
8505,12,2,10,16.8,,,
8506,13,2,10,17.3,,,
8507,14,2,10,17.4,,,
8508,15,2,10,17.8,,,
8509,16,2,10,18.7,,,
8510,17,2,10,19.9,,,
8511,18,2,10,24.1,,,
8515,19,2,10,25.3,,,
8519,20,2,10,25.8,,,
8521,21,2,10,25,,,
8522,22,2,10,22.7,,,
8523,23,2,10,21.2,,,
8524,24,2,10,19.8,,,
8525,1,3,10,18.8,,,
8526,2,3,10,18.2,,,
8527,3,3,10,18.2,,,
8528,4,3,10,18.2,,,
8529,5,3,10,19.2,,,
8530,6,3,10,19.2,,,
8531,7,3,10,16.2,,,
8532,8,3,10,15.8,,,
8533,9,3,10,16.3,,,
8534,10,3,10,16.6,,,
8535,11,3,10,16.5,,,
8536,12,3,10,16.2,,,
8537,13,3,10,16.8,,,
8538,14,3,10,16.8,,,
8539,15,3,10,18.1,,,
8540,16,3,10,18.3,,,
8541,17,3,10,18.9,,,
8542,18,3,10,18.9,,,
8546,19,3,10,19.6,,,
8550,20,3,10,20,,,
8552,21,3,10,21.6,,,
8553,22,3,10,19.3,,,
8554,23,3,10,17.7,,,
8555,24,3,10,16.7,,,
8556,1,4,10,16.5,,,
8557,2,4,10,16.5,,,
8558,3,4,10,16.1,,,
8559,4,4,10,17.1,,,
8560,5,4,10,17.1,,,
8561,6,4,10,17.2,,,
8562,7,4,10,15.1,,,
8563,8,4,10,14.3,,,
8564,9,4,10,15.7,,,
8565,10,4,10,16.1,,,
8566,11,4,10,16.8,,,
8567,12,4,10,12,,,
8568,13,4,10,14.4,,,
8569,14,4,10,14.3,,,
8570,15,4,10,14.8,,,
8571,16,4,10,16.2,,,
8572,17,4,10,17.1,,,
8573,18,4,10,19.6,,,
8577,19,4,10,23.3,,,
8581,20,4,10,23.8,,,
8583,21,4,10,23.3,,,
8584,22,4,10,20.2,,,
8585,23,4,10,19.3,,,
8586,24,4,10,19,,,
8587,1,5,10,17.7,,,
8588,2,5,10,17.1,,,
8589,3,5,10,16.6,,,
8590,4,5,10,16.8,,,
8591,5,5,10,17,,,
8592,6,5,10,16,,,
8593,7,5,10,15.8,,,
8594,8,5,10,13.5,,,
8595,9,5,10,13.3,,,
8596,10,5,10,13.2,,,
8597,11,5,10,13.1,,,
8598,12,5,10,12.8,,,
8599,13,5,10,13.6,,,
8600,14,5,10,16,,,
8601,15,5,10,16.8,,,
8602,16,5,10,16.9,,,
8603,17,5,10,17,,,
8604,18,5,10,19.4,,,
8608,19,5,10,24.3,,,
8612,20,5,10,24.3,,,
8614,21,5,10,22.4,,,
8615,22,5,10,20.2,,,
8616,23,5,10,19.3,,,
8617,24,5,10,18.4,,,
8618,1,6,10,17.6,,,
8619,2,6,10,17.6,,,
8620,3,6,10,17.2,,,
8621,4,6,10,17.2,,,
8622,5,6,10,17.9,,,
8623,6,6,10,16.9,,,
8624,7,6,10,17,,,
8625,8,6,10,16.9,,,
8626,9,6,10,15.3,,,
8627,10,6,10,14.3,,,
8628,11,6,10,14.6,,,
8629,12,6,10,15.1,,,
8630,13,6,10,16.1,,,
8631,14,6,10,16.9,,,
8632,15,6,10,18,,,
8633,16,6,10,17.8,,,
8634,17,6,10,18.5,,,
8635,18,6,10,22,,,
8639,19,6,10,25.4,,,
8643,20,6,10,26,,,
8645,21,6,10,24.3,,,
8646,22,6,10,22.4,,,
8647,23,6,10,21.2,,,
8648,24,6,10,20.5,,,
8649,1,7,10,20.7,,,
8650,2,7,10,20.3,,,
8651,3,7,10,20.1,,,
8652,4,7,10,20.1,,,
8653,5,7,10,20,,,
8654,6,7,10,19.3,,,
8655,7,7,10,16.4,,,
8656,8,7,10,15.2,,,
8657,9,7,10,15.5,,,
8658,10,7,10,16,,,
8659,11,7,10,16.5,,,
8660,12,7,10,16.1,,,
8661,13,7,10,15.4,,,
8662,14,7,10,15.2,,,
8663,15,7,10,16.1,,,
8664,16,7,10,16.8,,,
8665,17,7,10,17.4,,,
8666,18,7,10,19.5,,,
8670,19,7,10,25.1,,,
8674,20,7,10,25.3,,,
8676,21,7,10,24.4,,,
8677,22,7,10,22.2,,,
8678,23,7,10,20.1,,,
8679,24,7,10,19.5,,,
8680,1,8,10,19.5,,,
8681,2,8,10,18.9,,,
8682,3,8,10,18.3,,,
8683,4,8,10,17.8,,,
8684,5,8,10,19,,,
8685,6,8,10,19.2,,,
8686,7,8,10,17.2,,,
8687,8,8,10,15.7,,,
8688,9,8,10,15.5,,,
8689,10,8,10,15.3,,,
8690,11,8,10,15.3,,,
8691,12,8,10,15.5,,,
8692,13,8,10,15.4,,,
8693,14,8,10,16.3,,,
8694,15,8,10,16.5,,,
8695,16,8,10,17.3,,,
8696,17,8,10,17.3,,,
8697,18,8,10,22.3,,,
8701,19,8,10,24.8,,,
8705,20,8,10,24.8,,,
8707,21,8,10,24,,,
8708,22,8,10,21.7,,,
8709,23,8,10,20,,,
8710,24,8,10,19.2,,,
8711,1,9,10,18.1,,,
8712,2,9,10,17.8,,,
8713,3,9,10,17.6,,,
8714,4,9,10,17.5,,,
8715,5,9,10,17.8,,,
8716,6,9,10,18.6,,,
8717,7,9,10,16.2,,,
8718,8,9,10,15.6,,,
8719,9,9,10,0,,,
8720,10,9,10,0,,,
8721,11,9,10,16,,,
8722,12,9,10,15.5,,,
8723,13,9,10,15.5,,,
8724,14,9,10,16.9,,,
8725,15,9,10,17.5,,,
8726,16,9,10,18.1,,,
8727,17,9,10,18.4,,,
8728,18,9,10,23.1,,,
8732,19,9,10,24.9,,,
8736,20,9,10,25.1,,,
8738,21,9,10,24.7,,,
8739,22,9,10,22.9,,,
8740,23,9,10,20.9,,,
8741,24,9,10,0,,,
8742,1,10,10,19,,,
8743,2,10,10,18.7,,,
8744,3,10,10,18.3,,,
8745,4,10,10,18,,,
8746,5,10,10,19.7,,,
8747,6,10,10,18.7,,,
8748,7,10,10,16.3,,,
8749,8,10,10,15.5,,,
8750,9,10,10,0,,,
8751,10,10,10,16.3,,,
8752,11,10,10,16.5,,,
8753,12,10,10,0,,,
8754,13,10,10,16.6,,,
8755,14,10,10,17.2,,,
8756,15,10,10,17.7,,,
8757,16,10,10,18.6,,,
8758,17,10,10,18.6,,,
8759,18,10,10,23.1,,,
8763,19,10,10,25.6,,,
8767,20,10,10,25.7,,,
8769,21,10,10,25.3,,,
8770,22,10,10,23,,,
8771,23,10,10,21.2,,,
8772,24,10,10,19.5,,,
8773,1,11,10,18.9,,,
8774,2,11,10,18.4,,,
8775,3,11,10,18.7,,,
8776,4,11,10,18.7,,,
8777,5,11,10,19.4,,,
8778,6,11,10,19.6,,,
8779,7,11,10,16.8,,,
8780,8,11,10,15.8,,,
8781,9,11,10,16.5,,,
8782,10,11,10,16.4,,,
8783,11,11,10,0,,,
8784,12,11,10,16.8,,,
8785,13,11,10,16,,,
8786,14,11,10,14.3,,,
8787,15,11,10,16.7,,,
8788,16,11,10,18,,,
8789,17,11,10,18,,,
8790,18,11,10,21.8,,,
8794,19,11,10,18.8,,,
8798,20,11,10,24.9,,,
8800,21,11,10,23.9,,,
8801,22,11,10,21.7,,,
8802,23,11,10,19.2,,,
8803,24,11,10,18.5,,,
8804,1,12,10,18.1,,,
8805,2,12,10,17.7,,,
8806,3,12,10,17.2,,,
8807,4,12,10,17.4,,,
8808,5,12,10,17.5,,,
8809,6,12,10,17.7,,,
8810,7,12,10,16.1,,,
8811,8,12,10,15.8,,,
8812,9,12,10,16.1,,,
8813,10,12,10,15.9,,,
8814,11,12,10,16.2,,,
8815,12,12,10,15,,,
8816,13,12,10,15,,,
8817,14,12,10,15.2,,,
8818,15,12,10,15.9,,,
8819,16,12,10,16.5,,,
8820,17,12,10,17.1,,,
8821,18,12,10,21.1,,,
8825,19,12,10,23.7,,,
8829,20,12,10,21.2,,,
8831,21,12,10,20.6,,,
8832,22,12,10,19,,,
8833,23,12,10,17.7,,,
8834,24,12,10,17.2,,,
8835,1,13,10,16.7,,,
8836,2,13,10,16.2,,,
8837,3,13,10,16,,,
8838,4,13,10,15.8,,,
8839,5,13,10,15.9,,,
8840,6,13,10,16,,,
8841,7,13,10,16.5,,,
8842,8,13,10,16.6,,,
8843,9,13,10,15.2,,,
8844,10,13,10,14.5,,,
8845,11,13,10,14.5,,,
8846,12,13,10,15.2,,,
8847,13,13,10,15.7,,,
8848,14,13,10,16.5,,,
8849,15,13,10,17.2,,,
8850,16,13,10,17.2,,,
8851,17,13,10,17.4,,,
8852,18,13,10,22.8,,,
8856,19,13,10,25.2,,,
8860,20,13,10,25.3,,,
8862,21,13,10,24.1,,,
8863,22,13,10,23,,,
8864,23,13,10,21.8,,,
8865,24,13,10,21.4,,,
8866,1,14,10,19.5,,,
8867,2,14,10,19,,,
8868,3,14,10,18.8,,,
8869,4,14,10,18.6,,,
8870,5,14,10,19,,,
8871,6,14,10,18.5,,,
8872,7,14,10,16.1,,,
8873,8,14,10,15.1,,,
8874,9,14,10,15.7,,,
8875,10,14,10,16.5,,,
8876,11,14,10,17.1,,,
8877,12,14,10,17.6,,,
8878,13,14,10,15,,,
8879,14,14,10,16.5,,,
8880,15,14,10,18.2,,,
8881,16,14,10,18.9,,,
8882,17,14,10,19.6,,,
8883,18,14,10,22.9,,,
8887,19,14,10,9,,,
8891,20,14,10,26.2,,,
8893,21,14,10,25.7,,,
8894,22,14,10,24,,,
8895,23,14,10,21.7,,,
8896,24,14,10,24.2,,,
8897,1,15,10,20.8,,,
8898,2,15,10,20.2,,,
8899,3,15,10,19.4,,,
8900,4,15,10,18.7,,,
8901,5,15,10,18.6,,,
8902,6,15,10,17.7,,,
8903,7,15,10,15.7,,,
8904,8,15,10,15.5,,,
8905,9,15,10,16,,,
8906,10,15,10,16.6,,,
8907,11,15,10,17,,,
8908,12,15,10,17.7,,,
8909,13,15,10,17.9,,,
8910,14,15,10,18,,,
8911,15,15,10,18.6,,,
8912,16,15,10,19.5,,,
8913,17,15,10,19.8,,,
8914,18,15,10,21.8,,,
8918,19,15,10,26.3,,,
8922,20,15,10,26.9,,,
8924,21,15,10,25.7,,,
8925,22,15,10,23.8,,,
8926,23,15,10,21.9,,,
8927,24,15,10,21.2,,,
8928,1,16,10,21,,,
8929,2,16,10,20.8,,,
8930,3,16,10,20.3,,,
8931,4,16,10,19.9,,,
8932,5,16,10,20.8,,,
8933,6,16,10,18.9,,,
8934,7,16,10,16.6,,,
8935,8,16,10,0,,,
8936,9,16,10,0,,,
8937,10,16,10,0,,,
8938,11,16,10,0,,,
8939,12,16,10,0,,,
8940,13,16,10,0,,,
8941,14,16,10,0,,,
8942,15,16,10,0,,,
8943,16,16,10,0,,,
8944,17,16,10,0,,,
8945,18,16,10,0,,,
8949,19,16,10,0,,,
8953,20,16,10,0,,,
8955,21,16,10,0,,,
8956,22,16,10,0,,,
8957,23,16,10,0,,,
8958,24,16,10,0,,,
8959,1,17,10,0,,,
8960,2,17,10,0,,,
8961,3,17,10,0,,,
8962,4,17,10,0,,,
8963,5,17,10,0,,,
8964,6,17,10,0,,,
8965,7,17,10,0,,,
8966,8,17,10,0,,,
8967,9,17,10,0,,,
8968,10,17,10,0,,,
8969,11,17,10,0,,,
8970,12,17,10,0,,,
8971,13,17,10,0,,,
8972,14,17,10,0,,,
8973,15,17,10,0,,,
8974,16,17,10,0,,,
8975,17,17,10,0,,,
8976,18,17,10,0,,,
8980,19,17,10,0,,,
8984,20,17,10,0,,,
8986,21,17,10,0,,,
8987,22,17,10,0,,,
8988,23,17,10,0,,,
8989,24,17,10,0,,,
8990,1,18,10,0,,,
8991,2,18,10,0,,,
8992,3,18,10,0,,,
8993,4,18,10,0,,,
8994,5,18,10,0,,,
8995,6,18,10,0,,,
8996,7,18,10,0,,,
8997,8,18,10,0,,,
8998,9,18,10,0,,,
8999,10,18,10,0,,,
9000,11,18,10,0,,,
9001,12,18,10,0,,,
9002,13,18,10,0,,,
9003,14,18,10,0,,,
9004,15,18,10,0,,,
9005,16,18,10,0,,,
9006,17,18,10,0,,,
9007,18,18,10,0,,,
9011,19,18,10,0,,,
9015,20,18,10,0,,,
9017,21,18,10,0,,,
9018,22,18,10,0,,,
9019,23,18,10,0,,,
9020,24,18,10,0,,,
9021,1,19,10,0,,,
9022,2,19,10,0,,,
9023,3,19,10,0,,,
9024,4,19,10,0,,,
9025,5,19,10,0,,,
9026,6,19,10,0,,,
9027,7,19,10,0,,,
9028,8,19,10,0,,,
9029,9,19,10,0,,,
9030,10,19,10,0,,,
9031,11,19,10,0,,,
9032,12,19,10,0,,,
9033,13,19,10,0,,,
9034,14,19,10,0,,,
9035,15,19,10,0,,,
9036,16,19,10,0,,,
9037,17,19,10,0,,,
9038,18,19,10,0,,,
9042,19,19,10,0,,,
9046,20,19,10,0,,,
9048,21,19,10,0,,,
9049,22,19,10,0,,,
9050,23,19,10,0,,,
9051,24,19,10,0,,,
9052,1,20,10,34.1,,,
9053,2,20,10,33.7,,,
9054,3,20,10,33,,,
9055,4,20,10,31.8,,,
9056,5,20,10,32.4,,,
9057,6,20,10,31.1,,,
9058,7,20,10,30.5,,,
9059,8,20,10,29.7,,,
9060,9,20,10,25.8,,,
9061,10,20,10,26,,,
9062,11,20,10,26.8,,,
9063,12,20,10,26.9,,,
9064,13,20,10,27.6,,,
9065,14,20,10,27.8,,,
9066,15,20,10,27.7,,,
9067,16,20,10,28.2,,,
9068,17,20,10,32.4,,,
9069,18,20,10,39.1,,,
9073,19,20,10,44.6,,,
9077,20,20,10,46.1,,,
9079,21,20,10,45.9,,,
9080,22,20,10,42.8,,,
9081,23,20,10,39,,,
9082,24,20,10,37,,,
9083,1,21,10,34.7,,,
9084,2,21,10,33.3,,,
9085,3,21,10,31.8,,,
9086,4,21,10,31.7,,,
9087,5,21,10,32.4,,,
9088,6,21,10,32.1,,,
9089,7,21,10,34.5,,,
9090,8,21,10,32.1,,,
9091,9,21,10,29.5,,,
9092,10,21,10,28.1,,,
9093,11,21,10,29,,,
9094,12,21,10,31.6,,,
9095,13,21,10,32.6,,,
9096,14,21,10,34,,,
9097,15,21,10,35,,,
9098,16,21,10,35.2,,,
9099,17,21,10,36.2,,,
9100,18,21,10,40.5,,,
9104,19,21,10,45.1,,,
9108,20,21,10,46.1,,,
9110,21,21,10,25.2,,,
9111,22,21,10,23.7,,,
9112,23,21,10,21.3,,,
9113,24,21,10,20.1,,,
9114,1,22,10,19,,,
9115,2,22,10,18.7,,,
9116,3,22,10,18.5,,,
9117,4,22,10,18.4,,,
9118,5,22,10,19.4,,,
9119,6,22,10,19.2,,,
9120,7,22,10,16.3,,,
9121,8,22,10,15.2,,,
9122,9,22,10,33,,,
9123,10,22,10,33.5,,,
9124,11,22,10,30.3,,,
9125,12,22,10,30.8,,,
9126,13,22,10,31.3,,,
9127,14,22,10,31.8,,,
9128,15,22,10,32.4,,,
9129,16,22,10,32.4,,,
9130,17,22,10,34.4,,,
9131,18,22,10,37.7,,,
9135,19,22,10,46.1,,,
9139,20,22,10,47.5,,,
9141,21,22,10,44.5,,,
9142,22,22,10,38.2,,,
9143,23,22,10,36.6,,,
9144,24,22,10,34.2,,,
9145,1,23,10,36.7,,,
9146,2,23,10,36.1,,,
9147,3,23,10,35.3,,,
9148,4,23,10,35.4,,,
9149,5,23,10,35.8,,,
9150,6,23,10,33.1,,,
9151,7,23,10,28.2,,,
9152,8,23,10,27.5,,,
9153,9,23,10,28.6,,,
9154,10,23,10,28.8,,,
9155,11,23,10,29.6,,,
9156,12,23,10,30.5,,,
9157,13,23,10,31.8,,,
9158,14,23,10,32.2,,,
9159,15,23,10,33.4,,,
9160,16,23,10,34.9,,,
9161,17,23,10,35,,,
9162,18,23,10,40.3,,,
9166,19,23,10,47.5,,,
9170,20,23,10,21.1,,,
9172,21,23,10,20.9,,,
9173,22,23,10,21,,,
9174,23,23,10,20.7,,,
9175,24,23,10,20.2,,,
9176,1,24,10,13.2,,,
9177,2,24,10,18.6,,,
9178,3,24,10,18.2,,,
9179,4,24,10,18.2,,,
9180,5,24,10,18.7,,,
9181,6,24,10,18.3,,,
9182,7,24,10,15.2,,,
9183,8,24,10,14.7,,,
9184,9,24,10,14.9,,,
9185,10,24,10,15.3,,,
9186,11,24,10,15.5,,,
9187,12,24,10,16.2,,,
9188,13,24,10,16.3,,,
9189,14,24,10,16,,,
9190,15,24,10,33.5,,,
9191,16,24,10,17.6,,,
9192,17,24,10,17.6,,,
9193,18,24,10,21.5,,,
9197,19,24,10,23.9,,,
9201,20,24,10,23.2,,,
9203,21,24,10,23.2,,,
9204,22,24,10,22.4,,,
9205,23,24,10,21,,,
9206,24,24,10,19.5,,,
9207,1,25,10,19,,,
9208,2,25,10,18.6,,,
9209,3,25,10,18.3,,,
9210,4,25,10,18.1,,,
9211,5,25,10,18.2,,,
9212,6,25,10,16.8,,,
9213,7,25,10,14.5,,,
9214,8,25,10,14.5,,,
9215,9,25,10,15.1,,,
9216,10,25,10,15,,,
9217,11,25,10,15.5,,,
9218,12,25,10,15.9,,,
9219,13,25,10,15.9,,,
9220,14,25,10,16.2,,,
9221,15,25,10,0,,,
9222,16,25,10,17.2,,,
9223,17,25,10,38.3,,,
9224,18,25,10,35.7,,,
9228,19,25,10,43.5,,,
9232,20,25,10,42.7,,,
9234,21,25,10,42.5,,,
9235,22,25,10,39,,,
9236,23,25,10,35.9,,,
9237,24,25,10,34.1,,,
9238,1,26,10,33.1,,,
9239,2,26,10,32.3,,,
9240,3,26,10,31.8,,,
9241,4,26,10,31.3,,,
9242,5,26,10,35.7,,,
9243,6,26,10,35.4,,,
9244,7,26,10,31.4,,,
9245,8,26,10,29.7,,,
9246,9,26,10,29.2,,,
9247,10,26,10,32.2,,,
9248,11,26,10,31.8,,,
9249,12,26,10,33.5,,,
9250,13,26,10,34.8,,,
9251,14,26,10,35.3,,,
9252,15,26,10,33.7,,,
9253,16,26,10,32.1,,,
9254,17,26,10,31.1,,,
9255,18,26,10,36.4,,,
9259,19,26,10,43.4,,,
9263,20,26,10,44.9,,,
9265,21,26,10,44.2,,,
9266,22,26,10,39.8,,,
9267,23,26,10,37.9,,,
9268,24,26,10,36,,,
9269,1,27,10,35,,,
9270,2,27,10,33.6,,,
9271,3,27,10,32.6,,,
9272,4,27,10,32.4,,,
9273,5,27,10,33.1,,,
9274,6,27,10,31.6,,,
9275,7,27,10,31,,,
9276,8,27,10,30.1,,,
9277,9,27,10,29.4,,,
9278,10,27,10,29.2,,,
9279,11,27,10,29.3,,,
9280,12,27,10,28.2,,,
9281,13,27,10,28.6,,,
9282,14,27,10,29.3,,,
9283,15,27,10,29.4,,,
9284,16,27,10,29.9,,,
9285,17,27,10,30.6,,,
9286,18,27,10,36.3,,,
9290,19,27,10,43.8,,,
9294,20,27,10,41.9,,,
9296,21,27,10,41,,,
9297,22,27,10,37.6,,,
9298,23,27,10,36.8,,,
9299,24,27,10,35.3,,,
9300,1,28,10,34.8,,,
9301,2,28,10,33.4,,,
9302,3,28,10,32.6,,,
9303,4,28,10,31.2,,,
9304,5,28,10,31.4,,,
9305,6,28,10,32,,,
9306,7,28,10,32.8,,,
9307,8,28,10,32.1,,,
9308,9,28,10,28.8,,,
9309,10,28,10,27.1,,,
9310,11,28,10,27.2,,,
9311,12,28,10,28,,,
9312,13,28,10,30.1,,,
9313,14,28,10,31.3,,,
9314,15,28,10,31.7,,,
9315,16,28,10,32.1,,,
9316,17,28,10,30.9,,,
9317,18,28,10,39.6,,,
9321,19,28,10,42.9,,,
9325,20,28,10,43.8,,,
9327,21,28,10,40.8,,,
9328,22,28,10,37.6,,,
9329,23,28,10,34.7,,,
9330,24,28,10,33,,,
9331,1,29,10,31.9,,,
9332,2,29,10,30.9,,,
9333,3,29,10,30.7,,,
9334,4,29,10,30,,,
9335,5,29,10,32.6,,,
9336,6,29,10,34.8,,,
9337,7,29,10,29.6,,,
9338,8,29,10,26.7,,,
9339,9,29,10,26.9,,,
9340,10,29,10,26.7,,,
9341,11,29,10,25.6,,,
9342,12,29,10,26.2,,,
